case-8550,T10 Determine necessity to stop indication - complete, 7,2011/09/23 11:31:25.937, 1, 1, 2, 6, 1
case-4144,Confirmation of receipt - complete, 15,2010/12/10 12:09:40.789, 1, 1, 4, 24, 3
case-4144,T06 Determine necessity of stop advice - complete, 15,2010/12/10 12:10:20.113, 1, 1, 4, 24, 1
case-4144,T10 Determine necessity to stop indication - complete, 15,2010/12/10 12:13:38.826, 1, 1, 4, 24, 1
case-4144,T02 Check confirmation of receipt - complete, 34,2010/12/10 12:57:20.976, 1, 1, 4, 24, 3
case-4144,T04 Determine confirmation of receipt - complete, 31,2010/12/10 13:45:13.774, 1, 1, 4, 24, 3
case-4144,T05 Print and send confirmation of receipt - complete, 15,2010/12/15 14:11:41.002, 1, 1, 4, 24, 3
case-10196,Confirmation of receipt - complete, 18,2011/11/07 08:53:41.967, 1, 1, 2, 17, 3
case-10196,T02 Check confirmation of receipt - complete, 18,2011/11/07 08:59:27.936, 1, 1, 2, 17, 2
case-10196,T04 Determine confirmation of receipt - complete, 18,2011/11/07 08:59:55.396, 1, 1, 2, 17, 4
case-10196,T05 Print and send confirmation of receipt - complete, 18,2011/11/07 09:00:26.195, 1, 1, 2, 17, 5
case-10196,T06 Determine necessity of stop advice - complete, 18,2011/11/07 09:03:53.415, 1, 1, 2, 17, 1
case-10196,T10 Determine necessity to stop indication - complete, 18,2011/11/07 09:04:19.919, 1, 1, 2, 17, 1
case-8425,Confirmation of receipt - complete, 14,2011/08/29 09:03:12.499, 1, 1, 2, 14, 3
case-8425,T02 Check confirmation of receipt - complete, 14,2011/08/29 09:07:19.010, 1, 1, 2, 14, 2
case-8425,T04 Determine confirmation of receipt - complete, 14,2011/08/29 09:22:43.054, 1, 1, 2, 14, 4
case-8425,T05 Print and send confirmation of receipt - complete, 14,2011/08/29 09:23:20.345, 1, 1, 2, 14, 5
case-8425,T06 Determine necessity of stop advice - complete, 14,2011/08/29 09:24:23.319, 1, 1, 2, 14, 1
case-8425,T10 Determine necessity to stop indication - complete, 14,2011/08/29 09:24:56.983, 1, 1, 2, 14, 1
case-4598,Confirmation of receipt - complete, 34,2010/12/10 14:42:47.518, 1, 1, 4, 27, 3
case-4598,T02 Check confirmation of receipt - complete, 34,2010/12/10 14:44:09.214, 1, 1, 4, 27, 3
case-4598,T04 Determine confirmation of receipt - complete, 34,2010/12/10 14:45:04.207, 1, 1, 4, 27, 3
case-4598,T05 Print and send confirmation of receipt - complete, 34,2010/12/10 14:45:54.662, 1, 1, 4, 27, 3
case-4598,T06 Determine necessity of stop advice - complete, 34,2010/12/10 14:46:56.741, 1, 1, 4, 27, 1
case-4598,T10 Determine necessity to stop indication - complete, 34,2010/12/10 14:48:00.370, 1, 1, 4, 27, 1
case-11053,Confirmation of receipt - complete, 13,2012/01/17 08:38:18.138, 1, 1, 2, 12, 3
case-11053,T02 Check confirmation of receipt - complete, 13,2012/01/17 08:38:52.371, 1, 1, 2, 12, 2
case-11053,T06 Determine necessity of stop advice - complete, 13,2012/01/17 08:39:32.646, 1, 1, 2, 12, 1
case-11053,T04 Determine confirmation of receipt - complete, 13,2012/01/17 08:40:36.442, 1, 1, 2, 12, 4
case-11053,T05 Print and send confirmation of receipt - complete, 13,2012/01/17 08:42:11.053, 1, 1, 2, 12, 5
case-11053,T10 Determine necessity to stop indication - complete, 13,2012/01/17 08:44:59.677, 1, 1, 2, 12, 1
case-6739,Confirmation of receipt - complete, 15,2011/04/19 13:57:25.855, 1, 1, 4, 3, 3
case-6739,T02 Check confirmation of receipt - complete, 15,2011/04/19 13:57:44.716, 1, 1, 4, 3, 2
case-6739,T04 Determine confirmation of receipt - complete, 15,2011/04/19 13:57:58.222, 1, 1, 4, 3, 4
case-6739,T05 Print and send confirmation of receipt - complete, 15,2011/04/19 13:58:09.259, 1, 1, 4, 3, 5
case-6739,T06 Determine necessity of stop advice - complete, 15,2011/04/19 14:00:16.714, 1, 1, 4, 3, 1
case-6739,T10 Determine necessity to stop indication - complete, 15,2011/04/19 14:02:57.204, 1, 1, 4, 3, 1
case-10059,Confirmation of receipt - complete, 6,2011/10/17 15:31:27.570, 1, 1, 2, 4, 3
case-10059,T02 Check confirmation of receipt - complete, 6,2011/10/17 15:31:51.615, 1, 1, 2, 4, 2
case-10059,T04 Determine confirmation of receipt - complete, 6,2011/10/17 15:32:34.591, 1, 1, 2, 4, 4
case-10059,T05 Print and send confirmation of receipt - complete, 6,2011/10/17 15:33:42.796, 1, 1, 2, 4, 5
case-10059,T06 Determine necessity of stop advice - complete, 6,2011/10/17 15:34:25.518, 1, 1, 2, 4, 1
case-10059,T10 Determine necessity to stop indication - complete, 6,2011/10/17 15:41:19.472, 1, 1, 2, 4, 1
case-8842,Confirmation of receipt - complete, 15,2011/08/04 10:20:33.171, 1, 1, 3, 3, 3
case-8842,T02 Check confirmation of receipt - complete, 15,2011/08/04 10:20:56.365, 1, 1, 3, 3, 2
case-8842,T04 Determine confirmation of receipt - complete, 15,2011/08/04 10:21:15.634, 1, 1, 3, 3, 4
case-8842,T05 Print and send confirmation of receipt - complete, 15,2011/08/04 10:21:37.453, 1, 1, 3, 3, 5
case-8842,T06 Determine necessity of stop advice - complete, 15,2011/08/04 10:21:52.096, 1, 1, 3, 3, 1
case-8842,T10 Determine necessity to stop indication - complete, 15,2011/08/04 10:22:31.296, 1, 1, 3, 3, 1
case-10223,Confirmation of receipt - complete, 5,2011/11/08 09:18:47.312, 1, 1, 3, 3, 3
case-10223,T02 Check confirmation of receipt - complete, 5,2011/11/08 09:20:22.751, 1, 1, 3, 3, 2
case-10223,T04 Determine confirmation of receipt - complete, 5,2011/11/08 09:20:41.418, 1, 1, 3, 3, 4
case-10223,T05 Print and send confirmation of receipt - complete, 5,2011/11/08 09:20:56.808, 1, 1, 3, 3, 5
case-10223,T06 Determine necessity of stop advice - complete, 5,2011/11/08 09:21:16.142, 1, 1, 3, 3, 1
case-10223,T10 Determine necessity to stop indication - complete, 5,2011/11/08 09:21:43.487, 1, 1, 3, 3, 1
case-4063,Confirmation of receipt - complete, 30,2010/11/04 10:42:56.993, 4, 1, 4, 3, 3
case-4063,T06 Determine necessity of stop advice - complete, 30,2010/11/04 10:44:29.599, 4, 1, 4, 3, 1
case-4063,T10 Determine necessity to stop indication - complete, 30,2010/11/04 10:45:04.398, 4, 1, 4, 3, 1
case-4063,T02 Check confirmation of receipt - complete, 31,2010/11/04 11:24:06.515, 4, 1, 4, 3, 3
case-4063,T04 Determine confirmation of receipt - complete, 31,2010/11/04 11:30:38.645, 4, 1, 4, 3, 3
case-4063,T05 Print and send confirmation of receipt - complete, 21,2010/11/04 13:38:23.965, 4, 1, 4, 3, 3
case-6542,Confirmation of receipt - complete, 15,2011/03/24 13:17:07.257, 2, 1, 4, 3, 3
case-6542,T02 Check confirmation of receipt - complete, 15,2011/03/24 13:17:27.079, 2, 1, 4, 3, 2
case-6542,T04 Determine confirmation of receipt - complete, 15,2011/03/24 13:17:46.211, 2, 1, 4, 3, 4
case-6542,T05 Print and send confirmation of receipt - complete, 15,2011/03/24 13:18:15.340, 2, 1, 4, 3, 5
case-6542,T06 Determine necessity of stop advice - complete, 15,2011/04/13 14:30:33.753, 2, 1, 4, 3, 1
case-6542,T10 Determine necessity to stop indication - complete, 15,2011/04/13 14:31:45.074, 2, 1, 4, 3, 1
case-10675,Confirmation of receipt - complete, 17,2011/12/23 14:36:26.442, 1, 1, 2, 16, 3
case-10675,T06 Determine necessity of stop advice - complete, 17,2011/12/23 14:38:23.853, 1, 1, 2, 16, 1
case-10675,T10 Determine necessity to stop indication - complete, 17,2011/12/23 14:39:08.074, 1, 1, 2, 16, 1
case-7320,Confirmation of receipt - complete, 11,2011/05/10 14:19:08.002, 1, 1, 4, 13, 3
case-7320,T02 Check confirmation of receipt - complete, 11,2011/05/10 14:21:57.096, 1, 1, 4, 13, 2
case-7320,T04 Determine confirmation of receipt - complete, 11,2011/05/10 14:53:10.645, 1, 1, 4, 13, 4
case-7320,T05 Print and send confirmation of receipt - complete, 11,2011/05/10 14:54:55.471, 1, 1, 4, 13, 5
case-7320,T06 Determine necessity of stop advice - complete, 11,2011/05/10 15:16:16.005, 1, 1, 4, 13, 1
case-7320,T10 Determine necessity to stop indication - complete, 11,2011/05/10 15:52:07.240, 1, 1, 4, 13, 1
case-3983,Confirmation of receipt - complete, 6,2010/11/25 08:59:33.164, 1, 1, 4, 4, 1
case-3983,T02 Check confirmation of receipt - complete, 24,2010/11/25 09:01:56.987, 1, 1, 4, 4, 3
case-3983,T03 Adjust confirmation of receipt - complete, 6,2010/11/25 09:07:20.020, 1, 1, 4, 4, 1
case-3983,T02 Check confirmation of receipt - complete, 6,2010/11/25 09:07:47.085, 1, 1, 4, 4, 2
case-3983,T04 Determine confirmation of receipt - complete, 6,2010/11/25 09:08:09.843, 1, 1, 4, 4, 4
case-3983,T06 Determine necessity of stop advice - complete, 6,2010/11/25 09:08:35.547, 1, 1, 4, 4, 1
case-3983,T10 Determine necessity to stop indication - complete, 6,2010/11/25 09:08:59.165, 1, 1, 4, 4, 1
case-3983,T05 Print and send confirmation of receipt - complete, 12,2010/11/30 09:31:08.264, 1, 1, 4, 4, 5
case-8083,Confirmation of receipt - complete, 20,2011/07/05 14:12:57.409, 1, 1, 3, 3, 3
case-8083,T02 Check confirmation of receipt - complete, 20,2011/07/05 14:13:24.016, 1, 1, 3, 3, 2
case-8083,T04 Determine confirmation of receipt - complete, 20,2011/07/05 14:13:56.984, 1, 1, 3, 3, 4
case-8083,T05 Print and send confirmation of receipt - complete, 20,2011/07/05 14:14:18.480, 1, 1, 3, 3, 5
case-8083,T06 Determine necessity of stop advice - complete, 20,2011/07/05 14:14:39.156, 1, 1, 3, 3, 1
case-8083,T10 Determine necessity to stop indication - complete, 20,2011/07/05 14:15:03.558, 1, 1, 3, 3, 1
case-7349,Confirmation of receipt - complete, 32,2011/05/10 10:42:12.520, 1, 1, 4, 28, 1
case-7349,T02 Check confirmation of receipt - complete, 32,2011/05/10 10:42:29.658, 1, 1, 4, 28, 2
case-7349,T04 Determine confirmation of receipt - complete, 32,2011/05/10 10:42:42.497, 1, 1, 4, 28, 4
case-7349,T06 Determine necessity of stop advice - complete, 32,2011/05/10 10:42:56.639, 1, 1, 4, 28, 1
case-7349,T10 Determine necessity to stop indication - complete, 32,2011/05/10 10:43:16.934, 1, 1, 4, 28, 1
case-7349,T05 Print and send confirmation of receipt - complete, 12,2011/05/11 12:20:10.993, 1, 1, 4, 28, 5
case-8105,Confirmation of receipt - complete, 14,2011/07/21 11:06:02.203, 1, 1, 2, 14, 3
case-8105,T02 Check confirmation of receipt - complete, 14,2011/07/21 11:19:35.542, 1, 1, 2, 14, 2
case-8105,T04 Determine confirmation of receipt - complete, 14,2011/07/21 11:20:37.912, 1, 1, 2, 14, 4
case-8105,T05 Print and send confirmation of receipt - complete, 14,2011/07/21 11:21:55.470, 1, 1, 2, 14, 5
case-8105,T06 Determine necessity of stop advice - complete, 14,2011/07/21 11:22:40.287, 1, 1, 2, 14, 1
case-8105,T10 Determine necessity to stop indication - complete, 14,2011/07/21 11:34:35.458, 1, 1, 2, 14, 1
case-8504,Confirmation of receipt - complete, 14,2011/09/26 12:38:48.188, 1, 1, 2, 14, 3
case-8504,T02 Check confirmation of receipt - complete, 14,2011/09/26 12:39:15.033, 1, 1, 2, 14, 2
case-8504,T04 Determine confirmation of receipt - complete, 14,2011/09/26 12:39:44.674, 1, 1, 2, 14, 4
case-8504,T05 Print and send confirmation of receipt - complete, 14,2011/09/26 12:40:08.451, 1, 1, 2, 14, 5
case-8504,T06 Determine necessity of stop advice - complete, 14,2011/09/26 12:41:18.891, 1, 1, 2, 14, 1
case-8504,T10 Determine necessity to stop indication - complete, 14,2011/09/26 12:41:40.851, 1, 1, 2, 14, 1
case-7956,Confirmation of receipt - complete, 14,2011/07/12 09:52:19.528, 1, 1, 4, 14, 3
case-7956,T02 Check confirmation of receipt - complete, 14,2011/07/12 09:53:01.309, 1, 1, 4, 14, 2
case-7956,T04 Determine confirmation of receipt - complete, 14,2011/07/12 09:53:25.523, 1, 1, 4, 14, 4
case-7956,T05 Print and send confirmation of receipt - complete, 14,2011/07/12 09:54:02.424, 1, 1, 4, 14, 5
case-7956,T06 Determine necessity of stop advice - complete, 14,2011/07/12 09:54:41.147, 1, 1, 4, 14, 1
case-7956,T10 Determine necessity to stop indication - complete, 14,2011/07/12 09:55:46.407, 1, 1, 4, 14, 1
case-5036,Confirmation of receipt - complete, 11,2011/01/13 10:23:04.049, 1, 1, 4, 13, 3
case-5036,T02 Check confirmation of receipt - complete, 11,2011/01/13 10:23:53.689, 1, 1, 4, 13, 2
case-5036,T06 Determine necessity of stop advice - complete, 11,2011/01/13 10:56:43.766, 1, 1, 4, 13, 1
case-5036,T10 Determine necessity to stop indication - complete, 11,2011/01/13 10:57:02.562, 1, 1, 4, 13, 1
case-5036,T04 Determine confirmation of receipt - complete, 2,2011/01/13 11:06:13.687, 1, 1, 4, 13, 4
case-5036,T05 Print and send confirmation of receipt - complete, 12,2011/01/18 09:39:28.814, 1, 1, 4, 13, 5
case-6113,Confirmation of receipt - complete, 14,2011/03/03 11:03:56.100, 1, 1, 4, 14, 3
case-6113,T02 Check confirmation of receipt - complete, 14,2011/03/07 08:18:34.373, 1, 1, 4, 14, 3
case-6113,T04 Determine confirmation of receipt - complete, 2,2011/03/07 16:29:43.657, 1, 1, 4, 14, 4
case-6113,T05 Print and send confirmation of receipt - complete, 12,2011/03/08 10:28:34.433, 1, 1, 4, 14, 5
case-6113,T06 Determine necessity of stop advice - complete, 14,2011/03/14 09:47:49.474, 1, 1, 4, 14, 1
case-6113,T10 Determine necessity to stop indication - complete, 14,2011/03/14 09:48:28.694, 1, 1, 4, 14, 1
case-7569,Confirmation of receipt - complete, 14,2011/06/06 09:00:20.128, 1, 1, 4, 14, 3
case-7569,T06 Determine necessity of stop advice - complete, 14,2011/06/06 09:01:10.436, 1, 1, 4, 14, 1
case-7569,T10 Determine necessity to stop indication - complete, 14,2011/06/06 09:49:11.050, 1, 1, 4, 14, 1
case-7569,T02 Check confirmation of receipt - complete, 14,2011/06/06 10:28:13.678, 1, 1, 4, 14, 2
case-7569,T04 Determine confirmation of receipt - complete, 14,2011/06/06 10:28:36.647, 1, 1, 4, 14, 4
case-7569,T05 Print and send confirmation of receipt - complete, 14,2011/06/06 10:29:20.577, 1, 1, 4, 14, 5
case-4602,Confirmation of receipt - complete, 33,2010/12/09 16:13:14.649, 1, 1, 4, 26, 3
case-4602,T06 Determine necessity of stop advice - complete, 33,2010/12/09 16:13:53.468, 1, 1, 4, 26, 1
case-4602,T10 Determine necessity to stop indication - complete, 33,2010/12/09 16:14:07.565, 1, 1, 4, 26, 1
case-4602,T02 Check confirmation of receipt - complete, 24,2010/12/10 14:29:28.270, 1, 1, 4, 26, 3
case-4602,T04 Determine confirmation of receipt - complete, 2,2010/12/10 16:13:27.991, 1, 1, 4, 26, 4
case-4602,T05 Print and send confirmation of receipt - complete, 12,2010/12/14 08:30:14.495, 1, 1, 4, 26, 5
case-8959,Confirmation of receipt - complete, 15,2011/08/10 14:16:59.274, 1, 1, 3, 3, 1
case-8959,T02 Check confirmation of receipt - complete, 15,2011/08/10 14:17:22.152, 1, 1, 3, 3, 2
case-8959,T04 Determine confirmation of receipt - complete, 15,2011/08/10 14:17:50.313, 1, 1, 3, 3, 4
case-8959,T05 Print and send confirmation of receipt - complete, 15,2011/08/10 14:18:35.008, 1, 1, 3, 3, 5
case-8959,T06 Determine necessity of stop advice - complete, 15,2011/08/10 14:19:30.470, 1, 1, 3, 3, 1
case-8959,T10 Determine necessity to stop indication - complete, 15,2011/08/10 14:19:57.555, 1, 1, 3, 3, 1
case-6140,Confirmation of receipt - complete, 33,2011/02/24 12:35:09.094, 1, 1, 4, 26, 3
case-6140,T02 Check confirmation of receipt - complete, 33,2011/02/24 12:35:49.090, 1, 1, 4, 26, 3
case-6140,T06 Determine necessity of stop advice - complete, 33,2011/02/24 12:39:14.121, 1, 1, 4, 26, 1
case-6140,T10 Determine necessity to stop indication - complete, 33,2011/02/24 12:39:34.497, 1, 1, 4, 26, 1
case-6140,T04 Determine confirmation of receipt - complete, 2,2011/02/28 12:07:06.216, 1, 1, 4, 26, 4
case-6140,T05 Print and send confirmation of receipt - complete, 12,2011/03/01 09:56:49.573, 1, 1, 4, 26, 5
case-10853,Confirmation of receipt - complete, 9,2012/01/06 16:54:34.620, 1, 1, 1, 10, 3
case-10853,T02 Check confirmation of receipt - complete, 9,2012/01/06 16:55:03.629, 1, 1, 1, 10, 2
case-10853,T04 Determine confirmation of receipt - complete, 9,2012/01/06 16:55:29.771, 1, 1, 1, 10, 4
case-10853,T05 Print and send confirmation of receipt - complete, 9,2012/01/06 16:55:55.212, 1, 1, 1, 10, 5
case-10853,T06 Determine necessity of stop advice - complete, 9,2012/01/09 09:03:39.027, 1, 1, 1, 10, 1
case-10853,T10 Determine necessity to stop indication - complete, 9,2012/01/09 09:04:19.401, 1, 1, 1, 10, 1
case-8663,Confirmation of receipt - complete, 21,2011/07/19 08:40:38.469, 1, 1, 2, 7, 1
case-8663,T02 Check confirmation of receipt - complete, 8,2011/07/22 12:21:59.107, 1, 1, 2, 7, 3
case-8663,T04 Determine confirmation of receipt - complete, 8,2011/07/22 12:22:32.416, 1, 1, 2, 7, 3
case-8663,T05 Print and send confirmation of receipt - complete, 8,2011/07/22 12:22:55.811, 1, 1, 2, 7, 3
case-8663,T06 Determine necessity of stop advice - complete, 8,2011/07/22 12:23:30.039, 1, 1, 2, 7, 3
case-8663,T10 Determine necessity to stop indication - complete, 8,2011/07/22 12:23:49.745, 1, 1, 2, 7, 1
case-8465,Confirmation of receipt - complete, 21,2011/07/08 11:12:19.739, 1, 1, 3, 3, 1
case-8465,T02 Check confirmation of receipt - complete, 15,2011/07/21 10:46:40.846, 1, 1, 3, 3, 3
case-8465,T04 Determine confirmation of receipt - complete, 15,2011/07/21 10:47:10.490, 1, 1, 3, 3, 4
case-8465,T05 Print and send confirmation of receipt - complete, 15,2011/07/21 10:47:29.816, 1, 1, 3, 3, 5
case-8465,T06 Determine necessity of stop advice - complete, 15,2011/07/21 10:47:46.359, 1, 1, 3, 3, 1
case-8465,T10 Determine necessity to stop indication - complete, 15,2011/07/21 10:50:14.484, 1, 1, 3, 3, 1
case-10071,Confirmation of receipt - complete, 1,2011/10/19 09:56:55.204, 1, 1, 1, 1, 1
case-10071,T02 Check confirmation of receipt - complete, 1,2011/10/19 09:57:39.722, 1, 1, 1, 1, 2
case-10071,T04 Determine confirmation of receipt - complete, 1,2011/10/19 09:58:15.323, 1, 1, 1, 1, 4
case-10071,T05 Print and send confirmation of receipt - complete, 1,2011/10/19 09:58:36.018, 1, 1, 1, 1, 5
case-10071,T06 Determine necessity of stop advice - complete, 1,2011/10/19 09:58:54.326, 1, 1, 1, 1, 1
case-10071,T10 Determine necessity to stop indication - complete, 1,2011/10/20 14:06:59.060, 1, 1, 1, 1, 1
case-10071,T11 Create document X request unlicensed - complete, 1,2012/01/18 09:48:33.680, 1, 1, 1, 1, 1
case-10071,T12 Check document X request unlicensed - complete, 1,2012/01/18 09:49:09.359, 1, 1, 1, 1, 2
case-10071,T14 Determine document X request unlicensed - complete, 1,2012/01/18 09:49:44.753, 1, 1, 1, 1, 4
case-10071,T15 Print document X request unlicensed - complete, 1,2012/01/18 09:50:57.577, 1, 1, 1, 1, 5
case-8367,Confirmation of receipt - complete, 39,2011/07/05 15:40:37.140, 1, 1, 7, 35, 3
case-8367,T06 Determine necessity of stop advice - complete, 39,2011/07/05 15:41:41.174, 1, 1, 7, 35, 1
case-8367,T10 Determine necessity to stop indication - complete, 39,2011/07/05 15:42:13.576, 1, 1, 7, 35, 1
case-8367,T02 Check confirmation of receipt - complete, 39,2011/07/05 16:01:22.893, 1, 1, 7, 35, 3
case-8367,T04 Determine confirmation of receipt - complete, 39,2011/07/05 16:02:36.727, 1, 1, 7, 35, 3
